Nomination_Award_Name,Nomination_Iteration_Number,Film,Winner
Best Documentary (Feature),66,I Am a Promise: The Children of Stanton Elementary School,I Am a Promise: The Children of Stanton Elementary School
Best Documentary (Feature),66,The Broadcast Tapes of Dr. Peter,The Broadcast Tapes of Dr. Peter
Best Documentary (Feature),66,The War Room,The War Room
Best Documentary (Feature),67,A Great Day in Harlem,A Great Day in Harlem
Best Documentary (Feature),67,Complaints of a Dutiful Daughter,Complaints of a Dutiful Daughter
Best Documentary (Feature),67,D-Day Remembered,D-Day Remembered
Best Documentary (Feature),67,Freedom on My Mind,Freedom on My Mind
Best Documentary (Feature),67,Maya Lin: A Strong Clear Vision,Maya Lin: A Strong Clear Vision
Best Documentary (Feature),68,Anne Frank Remembered,Anne Frank Remembered
Best Documentary (Feature),68,Fiddlefest—Roberta Tzavaras and Her East Harlem Violin Program,Fiddlefest—Roberta Tzavaras and Her East Harlem Violin Program
Best Documentary (Feature),68,Hank Aaron: Chasing the Dream,Hank Aaron: Chasing the Dream
Best Documentary (Feature),68,The Battle Over Citizen Kane,The Battle Over Citizen Kane
Best Documentary (Feature),68,Troublesome Creek: A Midwestern,Troublesome Creek: A Midwestern
Best Documentary (Feature),69,Mandela,Mandela
Best Documentary (Feature),69,Suzanne Farrell: Elusive Muse,Suzanne Farrell: Elusive Muse
Best Documentary (Feature),69,Tell the Truth and Run: George Seldes and the American Press,Tell the Truth and Run: George Seldes and the American Press
Best Documentary (Feature),69,The Line King: The Al Hirschfeld Story,The Line King: The Al Hirschfeld Story
Best Documentary (Feature),69,When We Were Kings,When We Were Kings
Best Documentary (Feature),70,4 Little Girls,4 Little Girls
Best Documentary (Feature),70,Ayn Rand: A Sense of Life,Ayn Rand: A Sense of Life
Best Documentary (Feature),70,Colors Straight Up,Colors Straight Up
Best Documentary (Feature),70,The Long Way Home,The Long Way Home
Best Documentary (Feature),70,Waco: The Rules of Engagement,Waco: The Rules of Engagement
Best Documentary (Feature),71,Dancemaker,Dancemaker
Best Documentary (Feature),71,Lenny Bruce: Swear to Tell the Truth,Lenny Bruce: Swear to Tell the Truth
Best Documentary (Feature),71,Regret to Inform,Regret to Inform
Best Documentary (Feature),71,"The Farm: Angola, USA","The Farm: Angola, USA"
Best Documentary (Feature),71,The Last Days,The Last Days
Best Documentary (Feature),72,Buena Vista Social Club,Buena Vista Social Club
Best Documentary (Feature),72,Genghis Blues,Genghis Blues
Best Documentary (Feature),72,On the Ropes,On the Ropes
Best Documentary (Feature),72,One Day in September,One Day in September
Best Documentary (Feature),72,Speaking in Strings,Speaking in Strings
Best Documentary (Feature),73,Into the Arms of Strangers: Stories of the Kindertransport,Into the Arms of Strangers: Stories of the Kindertransport
Best Documentary (Feature),73,Legacy,Legacy
Best Documentary (Feature),73,Long Night's Journey into Day,Long Night's Journey into Day
Best Documentary (Feature),73,Scottsboro: An American Tragedy,Scottsboro: An American Tragedy
Best Documentary (Feature),73,Sound and Fury,Sound and Fury
Best Documentary (Feature),74,Children Underground,Children Underground
Best Documentary (Feature),74,LaLee's Kin: The Legacy of Cotton,LaLee's Kin: The Legacy of Cotton
Best Documentary (Feature),74,Murder on a Sunday Morning,Murder on a Sunday Morning
Best Documentary (Feature),74,Promises,Promises
Best Documentary (Feature),74,War Photographer,War Photographer
Best Documentary (Feature),75,Bowling for Columbine,Bowling for Columbine
Best Documentary (Feature),75,Daughter from Danang,Daughter from Danang
Best Documentary (Feature),75,Prisoner of Paradise,Prisoner of Paradise
Best Documentary (Feature),75,Spellbound,Spellbound
Best Documentary (Feature),75,Winged Migration,Winged Migration
Best Documentary (Feature),76,Balseros,Balseros
Best Documentary (Feature),76,Capturing the Friedmans,Capturing the Friedmans
